H0_2SMMD_p,H0_2SMMD_rej,H0_2SMMD_time,H0_MMD_p,H0_MMD_rej,H0_MMD_time,H0_NMMD_p,H0_NMMD_rej,H0_NMMD_time,H0_CW_p,H0_CW_rej,H0_CW_time,H1_ind_2SMMD_p,H1_ind_2SMMD_rej,H1_ind_2SMMD_time,H1_ind_MMD_p,H1_ind_MMD_rej,H1_ind_MMD_time,H1_ind_NMMD_p,H1_ind_NMMD_rej,H1_ind_NMMD_time,H1_ind_CW_p,H1_ind_CW_rej,H1_ind_CW_time,H1_SO4_2SMMD_p,H1_SO4_2SMMD_rej,H1_SO4_2SMMD_time,H1_SO4_MMD_p,H1_SO4_MMD_rej,H1_SO4_MMD_time,H1_SO4_NMMD_p,H1_SO4_NMMD_rej,H1_SO4_NMMD_time,H1_SO4_CW_p,H1_SO4_CW_rej,H1_SO4_CW_time
0.6865671641791045,false,2.296449823,0.845771144278607,false,2.226263414,0.9651741293532339,false,6.957582106,0.7114427860696517,false,3.219966253,0.029850746268656716,true,0.120032424,0.004975124378109453,true,0.595615263,0.14427860696517414,false,0.245972182,0.004975124378109453,true,0.199302814,0.024875621890547265,true,0.117349492,0.004975124378109453,true,0.682072636,0.31840796019900497,false,0.327927532,0.004975124378109453,true,0.381240463
0.900497512437811,false,0.128248594,0.5572139303482587,false,0.626232867,0.5671641791044776,false,0.2716018,0.8805970149253731,false,0.228227594,0.05970149253731343,false,0.122193742,0.009950248756218905,true,0.627495187,0.14427860696517414,false,0.243437686,0.004975124378109453,true,0.209437794,0.009950248756218905,true,0.131303051,0.004975124378109453,true,0.671916942,0.0845771144278607,false,0.352833014,0.004975124378109453,true,0.311181234
0.4626865671641791,false,0.128387572,0.373134328358209,false,0.610639032,0.6616915422885572,false,0.284911851,0.2537313432835821,false,0.231961598,0.01990049751243781,true,0.119116832,0.004975124378109453,true,0.568255836,0.014925373134328358,true,0.235251343,0.004975124378109453,true,0.205421835,0.029850746268656716,true,0.113931995,0.004975124378109453,true,0.684928231,0.22388059701492538,false,0.343386392,0.004975124378109453,true,0.336351646
0.5373134328358209,false,0.128512584,0.20398009950248755,false,0.612139299,0.05970149253731343,false,0.287807514,0.23383084577114427,false,0.213062987,0.009950248756218905,true,0.119604974,0.004975124378109453,true,0.561031631,0.009950248756218905,true,0.240624518,0.13432835820895522,false,0.205964108,0.004975124378109453,true,0.113034148,0.004975124378109453,true,0.670792031,0.029850746268656716,true,0.34426739,0.004975124378109453,true,0.325509498
0.9552238805970149,false,0.14669259,0.7412935323383084,false,0.616783668,0.9601990049751243,false,0.272861388,0.8656716417910447,false,0.227391773,0.01990049751243781,true,0.127787159,0.004975124378109453,true,0.577639617,0.03980099502487562,true,0.246265431,0.004975124378109453,true,0.187103146,0.014925373134328358,true,0.11627673,0.004975124378109453,true,0.656107478,0.27860696517412936,false,0.343292367,0.004975124378109453,true,0.325483046
0.8706467661691543,false,0.140843592,0.8756218905472637,false,0.619912164,0.8009950248756219,false,0.284793363,0.582089552238806,false,0.241215283,0.024875621890547265,true,0.133760968,0.004975124378109453,true,0.5729875,0.2736318407960199,false,0.235271784,0.03980099502487562,true,0.20633716,0.024875621890547265,true,0.107420614,0.004975124378109453,true,0.676826592,0.13930348258706468,false,0.340424249,0.004975124378109453,true,0.339203782
0.9203980099502488,false,0.135704142,0.6019900497512438,false,0.620905147,0.7114427860696517,false,0.278665887,0.736318407960199,false,0.232412633,0.03482587064676617,true,0.119549005,0.004975124378109453,true,0.559785322,0.46766169154228854,false,0.238846525,0.004975124378109453,true,0.198463583,0.014925373134328358,true,0.112843904,0.004975124378109453,true,0.68696933,0.09950248756218906,false,0.338335303,0.004975124378109453,true,0.323948386
0.13930348258706468,false,0.129899957,0.22885572139303484,false,0.624727141,0.009950248756218905,true,0.273247965,0.527363184079602,false,0.2296385,0.009950248756218905,true,0.128688592,0.004975124378109453,true,0.56416572,0.07462686567164178,false,0.249647578,0.004975124378109453,true,0.184250747,0.004975124378109453,true,0.107489376,0.004975124378109453,true,0.668538785,0.13432835820895522,false,0.33062597,0.004975124378109453,true,0.328134891
0.3283582089552239,false,0.131156525,0.7114427860696517,false,0.621189437,0.8009950248756219,false,0.268369531,0.21393034825870647,false,0.232978454,0.024875621890547265,true,0.127640715,0.004975124378109453,true,0.589828771,0.11940298507462686,false,0.239460228,0.004975124378109453,true,0.208746349,0.024875621890547265,true,0.107165888,0.004975124378109453,true,0.671351622,0.1044776119402985,false,0.328104171,0.04975124378109453,true,0.339553771
0.35323383084577115,false,0.133560204,1.0,false,0.614833849,0.835820895522388,false,0.269895642,0.6766169154228856,false,0.232230193,0.004975124378109453,true,0.119117549,0.004975124378109453,true,0.561791139,0.22885572139303484,false,0.251478123,0.004975124378109453,true,0.20304983,0.004975124378109453,true,0.091186691,0.004975124378109453,true,0.656614715,0.13432835820895522,false,0.341396022,0.004975124378109453,true,0.31475878
