H0+_2SMMD_p,H0+_2SMMD_rej,H0+_2SMMD_time,H0+_MMD_p,H0+_MMD_rej,H0+_MMD_time,H0+_NMMD_p,H0+_NMMD_rej,H0+_NMMD_time,H0+_CW_p,H0+_CW_rej,H0+_CW_time,H0+_CW-gen_p,H0+_CW-gen_rej,H0+_CW-gen_time,H0-_2SMMD_p,H0-_2SMMD_rej,H0-_2SMMD_time,H0-_MMD_p,H0-_MMD_rej,H0-_MMD_time,H0-_NMMD_p,H0-_NMMD_rej,H0-_NMMD_time,H0-_CW_p,H0-_CW_rej,H0-_CW_time,H0-_CW-gen_p,H0-_CW-gen_rej,H0-_CW-gen_time,H1_2SMMD_p,H1_2SMMD_rej,H1_2SMMD_time,H1_MMD_p,H1_MMD_rej,H1_MMD_time,H1_NMMD_p,H1_NMMD_rej,H1_NMMD_time,H1_CW_p,H1_CW_rej,H1_CW_time,H1_CW-gen_p,H1_CW-gen_rej,H1_CW-gen_time
0.527363184079602,false,2.446656984,0.9303482587064676,false,3.627035143,0.07462686567164178,false,6.750570067,1.0,false,2.988290709,0.23692775868212188,false,0.820300051,0.263681592039801,false,0.398848481,0.8905472636815921,false,1.826549448,0.12935323383084577,false,0.2836012,0.9950248756218906,false,0.302964478,0.29819727942988744,false,0.000255882,0.004975124378109453,true,0.406548503,0.004975124378109453,true,1.830272805,0.7114427860696517,false,0.268766717,0.04477611940298507,true,0.279336292,0.10539922456186433,false,0.000233857
0.8606965174129353,false,0.449481861,0.24875621890547264,false,1.864204453,0.029850746268656716,true,0.321040326,0.13432835820895522,false,0.31725827,0.44485806622294116,false,0.013629401,0.9154228855721394,false,0.389633275,0.29850746268656714,false,1.82109146,0.07462686567164178,false,0.288402167,0.12935323383084577,false,0.3040721,0.612626394184416,false,0.000227789,0.004975124378109453,true,0.383796999,0.004975124378109453,true,1.826573032,0.2537313432835821,false,0.26405193,0.004975124378109453,true,0.285714313,0.00790705405159342,true,0.000237013
0.9402985074626866,false,0.434507029,0.8159203980099502,false,1.883051882,0.0845771144278607,false,0.314744782,0.6119402985074627,false,0.315513308,0.23692775868212188,false,0.000230438,0.835820895522388,false,0.378473238,0.8557213930348259,false,1.819552538,0.06965174129353234,false,0.279582122,0.746268656716418,false,0.294141332,0.23692775868212188,false,0.000242978,0.009950248756218905,true,0.393413143,0.004975124378109453,true,1.826628776,0.14427860696517414,false,0.269115924,0.05970149253731343,false,0.278880201,0.29819727942988744,false,0.000236572
0.572139303482587,false,0.429663462,0.30845771144278605,false,1.841261012,0.9154228855721394,false,0.317234646,0.13930348258706468,false,0.316813297,0.5272924240430485,false,0.00026423,0.1691542288557214,false,0.380123177,0.373134328358209,false,1.819533457,0.7512437810945274,false,0.280763017,0.29850746268656714,false,0.297503979,0.018315638888734147,true,0.00023041,0.01990049751243781,true,0.383171322,0.004975124378109453,true,1.82723105,0.4925373134328358,false,0.266563076,0.004975124378109453,true,0.28550343,0.10539922456186433,false,0.000224702
0.7313432835820896,false,0.433686564,0.7810945273631841,false,1.828430203,0.9601990049751243,false,0.313569985,0.5870646766169154,false,0.326604935,0.14085842092104506,false,0.000228307,0.43781094527363185,false,0.404517241,0.2935323383084577,false,1.830561849,0.6915422885572139,false,0.289662211,0.29850746268656714,false,0.306187264,0.18451952399298935,false,0.000300818,0.004975124378109453,true,0.381501036,0.004975124378109453,true,1.836908109,0.0945273631840796,false,0.265422985,0.004975124378109453,true,0.287898806,0.18451952399298935,false,0.000256507
0.9900497512437811,false,0.420682587,0.34328358208955223,false,1.859236824,0.09950248756218906,false,0.352948037,0.36318407960199006,false,0.340041676,0.18451952399298935,false,0.000243901,0.9950248756218906,false,0.389645709,0.35323383084577115,false,1.820709708,0.05472636815920398,false,0.284853621,0.8208955223880597,false,0.304508715,0.18451952399298935,false,0.000222833,0.004975124378109453,true,0.382257839,0.004975124378109453,true,1.82778132,0.22388059701492538,false,0.266171753,0.004975124378109453,true,0.279052429,0.012155178329914893,true,0.000221712
0.6616915422885572,false,0.43207417,0.6766169154228856,false,1.840457672,0.2835820895522388,false,0.311151495,0.5621890547263682,false,0.325690544,0.44485806622294116,false,0.000224604,0.7064676616915423,false,0.378910755,0.4975124378109453,false,1.82022398,0.13432835820895522,false,0.279021599,0.6666666666666666,false,0.295753318,0.3678794411714424,false,0.000252752,0.004975124378109453,true,0.380602844,0.004975124378109453,true,1.829806887,0.208955223880597,false,0.258706241,0.004975124378109453,true,0.287089385,0.697676326071031,false,0.000227527
0.11940298507462686,false,0.432972167,0.21393034825870647,false,1.885942125,0.9154228855721394,false,0.321536458,0.7412935323383084,false,0.331613233,0.10539922456186433,false,0.000243125,0.0945273631840796,false,0.38015374,0.32338308457711445,false,1.819415778,0.7810945273631841,false,0.281305955,0.3781094527363184,false,0.298887168,0.14085842092104506,false,0.000230887,0.004975124378109453,true,0.409268037,0.004975124378109453,true,1.830027956,0.472636815920398,false,0.268274865,0.004975124378109453,true,0.279354078,0.012155178329914914,true,0.000234986
0.8557213930348259,false,0.424152058,0.6616915422885572,false,1.881294622,0.38308457711442784,false,0.309460803,0.6119402985074627,false,0.32777229,0.039163895098987045,true,0.00023159,0.7810945273631841,false,0.384166303,0.6318407960199005,false,1.823140131,0.263681592039801,false,0.279441995,0.48258706467661694,false,0.303457368,0.18451952399298935,false,0.000228996,0.029850746268656716,true,0.38371486,0.009950248756218905,true,1.858828324,0.263681592039801,false,0.262518541,0.024875621890547265,true,0.286416286,0.23692775868212188,false,0.000238436
0.7412935323383084,false,0.422091515,0.4527363184079602,false,1.882180578,0.0845771144278607,false,0.309906201,0.20398009950248755,false,0.325301328,0.9139311852712282,false,0.000240252,0.43781094527363185,false,0.389782969,0.29850746268656714,false,1.823690506,0.22388059701492538,false,0.28465936,0.07960199004975124,false,0.30443419,0.9139311852712282,false,0.000222732,0.004975124378109453,true,0.381774563,0.004975124378109453,true,1.82695009,0.024875621890547265,true,0.262495944,0.004975124378109453,true,0.287494581,0.027051846866350378,true,0.000223841
0.35323383084577115,false,0.422508564,0.4925373134328358,false,1.835041386,0.9601990049751243,false,0.311685664,0.2885572139303483,false,0.326050103,0.18451952399298935,false,0.000237957,0.06965174129353234,false,0.37853957,0.3781094527363184,false,1.820919083,0.7860696517412935,false,0.279269603,0.06467661691542288,false,0.296589679,0.29819727942988744,false,0.000233064,0.004975124378109453,true,0.383358543,0.004975124378109453,true,1.828035138,0.13930348258706468,false,0.268525109,0.004975124378109453,true,0.278010166,0.10539922456186433,false,0.000220471
0.845771144278607,false,0.421723815,0.5572139303482587,false,1.833535158,0.5522388059701493,false,0.314206398,0.6915422885572139,false,0.33943088,0.697676326071031,false,0.000327463,0.7213930348258707,false,0.379557553,0.5223880597014925,false,1.819943973,0.7711442786069652,false,0.280137464,0.35323383084577115,false,0.295811847,0.7788007830714048,false,0.000253098,0.004975124378109453,true,0.387134971,0.004975124378109453,true,1.827750538,0.0845771144278607,false,0.261063223,0.004975124378109453,true,0.287441414,0.10539922456186433,false,0.000234699
0.8159203980099502,false,0.42207227,0.5472636815920398,false,1.830759335,0.8656716417910447,false,0.315885927,0.36318407960199006,false,0.327316965,0.23692775868212188,false,0.000239228,0.3482587064676617,false,0.383188435,0.4228855721393035,false,1.82363525,0.9900497512437811,false,0.283787777,0.472636815920398,false,0.302751092,0.18451952399298935,false,0.00023268,0.009950248756218905,true,0.382153233,0.004975124378109453,true,1.826801717,0.21393034825870647,false,0.270188507,0.014925373134328358,true,0.281235926,0.039163895098987045,true,0.000232653
0.2835820895522388,false,0.460861882,0.4925373134328358,false,1.827277155,0.43283582089552236,false,0.315238871,0.9303482587064676,false,0.32897892,0.00790705405159342,true,0.000236582,0.1691542288557214,false,0.388817477,0.5472636815920398,false,1.820647771,0.9751243781094527,false,0.316941402,0.4925373134328358,false,0.306029967,0.027051846866350378,true,0.00022095,0.004975124378109453,true,0.382721149,0.004975124378109453,true,1.827290364,0.472636815920398,false,0.267729261,0.004975124378109453,true,0.279229908,0.018315638888734147,true,0.000227408
0.8009950248756219,false,0.421763498,0.5522388059701493,false,1.879314016,0.5323383084577115,false,0.315473507,0.7860696517412935,false,0.317717949,0.5272924240430485,false,0.000240083,0.4427860696517413,false,0.378850853,0.5074626865671642,false,1.819692456,0.6517412935323383,false,0.28569567,0.7661691542288557,false,0.299269897,0.612626394184416,false,0.000231669,0.009950248756218905,true,0.38662155,0.004975124378109453,true,1.828591577,0.1044776119402985,false,0.26188744,0.009950248756218905,true,0.28669188,0.5272924240430485,false,0.00022677
0.8308457711442786,false,0.432771213,0.8009950248756219,false,1.832367247,0.21393034825870647,false,0.317085254,0.9850746268656716,false,0.317298231,0.29819727942988744,false,0.000241296,0.4925373134328358,false,0.379184481,0.9203980099502488,false,1.848324516,0.11940298507462686,false,0.279677996,0.9850746268656716,false,0.2941682,0.44485806622294116,false,0.000236887,0.009950248756218905,true,0.381752527,0.004975124378109453,true,1.842446204,0.5174129353233831,false,0.275884974,0.009950248756218905,true,0.29256404,0.07730474044329974,false,0.000229983
0.24378109452736318,false,0.442914961,0.6965174129353234,false,1.837899918,0.9402985074626866,false,0.322788753,0.8159203980099502,false,0.318247915,0.697676326071031,false,0.00025786,0.5970149253731343,false,0.381489979,0.4975124378109453,false,1.820121547,1.0,false,0.284283171,0.4527363184079602,false,0.299770335,0.612626394184416,false,0.000233164,0.004975124378109453,true,0.382924021,0.004975124378109453,true,1.828019825,0.373134328358209,false,0.269789574,0.004975124378109453,true,0.278142802,0.5272924240430485,false,0.000224553
