inv_disc_2SMMD_p,inv_disc_2SMMD_rej,inv_disc_2SMMD_time,inv_disc_MMD_p,inv_disc_MMD_rej,inv_disc_MMD_time,inv_disc_NMMD_p,inv_disc_NMMD_rej,inv_disc_NMMD_time,inv_disc_CW_p,inv_disc_CW_rej,inv_disc_CW_time,inv_cont_2SMMD_p,inv_cont_2SMMD_rej,inv_cont_2SMMD_time,inv_cont_MMD_p,inv_cont_MMD_rej,inv_cont_MMD_time,inv_cont_NMMD_p,inv_cont_NMMD_rej,inv_cont_NMMD_time,inv_cont_CW_p,inv_cont_CW_rej,inv_cont_CW_time
0.5124378109452736,false,2.388609053,0.27860696517412936,false,3.385203231,0.1791044776119403,false,6.153141729,0.13930348258706468,false,2.938574931,0.19900497512437812,false,0.401760956,0.2736318407960199,false,1.715931921,0.31840796019900497,false,0.23368188,0.15422885572139303,false,0.307243112
0.8805970149253731,false,0.440012429,0.9402985074626866,false,1.699552969,0.5671641791044776,false,0.255431944,0.7014925373134329,false,0.315699172,0.9850746268656716,false,0.386826936,0.5422885572139303,false,1.72890318,0.5621890547263682,false,0.230660005,0.8208955223880597,false,0.302243081
0.5174129353233831,false,0.383815184,0.03482587064676617,true,1.677429086,0.6567164179104478,false,0.279955101,0.1791044776119403,false,0.352588648,0.15422885572139303,false,0.410281539,0.06965174129353234,false,1.680826687,0.14925373134328357,false,0.24602267,0.07960199004975124,false,0.284702249
0.6965174129353234,false,0.416756437,0.26865671641791045,false,1.71080843,0.24875621890547264,false,0.278571939,0.7313432835820896,false,0.307015243,0.27860696517412936,false,0.426895878,0.736318407960199,false,1.649765308,0.5074626865671642,false,0.245206594,0.6716417910447762,false,0.302219487
0.4577114427860697,false,0.394663827,0.03482587064676617,true,1.71362058,0.13432835820895522,false,0.288489133,0.2835820895522388,false,0.322558181,0.8159203980099502,false,0.403326147,0.13930348258706468,false,1.680826097,0.08955223880597014,false,0.228675236,0.11940298507462686,false,0.294865664
0.746268656716418,false,0.411326725,0.8059701492537313,false,1.681387441,0.8009950248756219,false,0.274211687,0.5621890547263682,false,0.305730021,0.8656716417910447,false,0.351628668,0.8805970149253731,false,1.706635145,0.8955223880597015,false,0.242292147,0.7014925373134329,false,0.30565775
0.9104477611940298,false,0.395029644,0.5174129353233831,false,1.732485474,0.7412935323383084,false,0.287314226,0.5124378109452736,false,0.303904154,0.6218905472636815,false,0.396814504,0.8159203980099502,false,1.718603847,0.9552238805970149,false,0.250430083,0.3880597014925373,false,0.280122552
0.48258706467661694,false,0.39437268,0.5572139303482587,false,1.669784846,0.15920398009950248,false,0.261607135,0.6218905472636815,false,0.300940525,0.9502487562189055,false,0.418950651,0.18407960199004975,false,1.658151201,0.681592039800995,false,0.245505206,0.8507462686567164,false,0.287174441
0.736318407960199,false,0.390668454,0.7810945273631841,false,1.719088058,0.8905472636815921,false,0.254452854,0.5970149253731343,false,0.316843098,0.8208955223880597,false,0.42843612,0.7014925373134329,false,1.697153323,0.6169154228855721,false,0.237697792,0.32338308457711445,false,0.299090371
0.9253731343283582,false,0.389401852,0.9601990049751243,false,1.688425263,0.7611940298507462,false,0.260324727,0.9303482587064676,false,0.317881611,1.0,false,0.397195795,0.9353233830845771,false,1.673938025,0.9651741293532339,false,0.228611053,0.8606965174129353,false,0.307114713
0.5970149253731343,false,0.387871612,0.3582089552238806,false,1.742201605,0.2935323383084577,false,0.255985319,0.19900497512437812,false,0.318408121,0.24875621890547264,false,0.380889422,0.5771144278606966,false,1.771467011,0.5373134328358209,false,0.230752175,0.04477611940298507,true,0.303824038
0.9054726368159204,false,0.38591074,0.3333333333333333,false,1.671500912,0.5522388059701493,false,0.255936334,0.48258706467661694,false,0.307727578,0.8606965174129353,false,0.402232863,0.208955223880597,false,1.702280216,0.43283582089552236,false,0.275786802,0.5870646766169154,false,0.29387844
0.8706467661691543,false,0.396937876,0.4228855721393035,false,1.763673089,0.472636815920398,false,0.254761165,0.05472636815920398,false,0.306457957,0.9402985074626866,false,0.436828613,0.29850746268656714,false,1.75476798,0.835820895522388,false,0.246270678,0.19900497512437812,false,0.303639875
0.9651741293532339,false,0.395476214,0.5771144278606966,false,1.67764064,0.527363184079602,false,0.265773928,0.22885572139303484,false,0.304865456,0.8407960199004975,false,0.414332521,0.36318407960199006,false,1.689688257,0.3681592039800995,false,0.245316434,0.07462686567164178,false,0.301182264
0.9701492537313433,false,0.394655472,0.5323383084577115,false,1.728032596,0.06467661691542288,false,0.275888688,0.6019900497512438,false,0.314032025,0.7562189054726368,false,0.443832575,0.27860696517412936,false,1.69534035,0.6865671641791045,false,0.229276417,0.1691542288557214,false,0.293292922
0.9054726368159204,false,0.391392146,0.9402985074626866,false,1.672333516,0.8905472636815921,false,0.249179646,0.7213930348258707,false,0.311533384,0.30845771144278605,false,0.354486538,0.43781094527363185,false,1.697145242,0.5074626865671642,false,0.229325551,0.3333333333333333,false,0.321793278
0.30845771144278605,false,0.3891449,0.06467661691542288,false,1.697651805,0.23383084577114427,false,0.27981719,0.004975124378109453,true,0.318258698,0.19900497512437812,false,0.40708478,0.0845771144278607,false,1.678933054,0.05472636815920398,false,0.252383066,0.01990049751243781,true,0.283819619
0.07462686567164178,false,0.386552701,0.05472636815920398,false,1.674631443,0.47761194029850745,false,0.259005219,0.07462686567164178,false,0.306868855,0.6567164179104478,false,0.422245545,0.06467661691542288,false,1.685525002,0.13930348258706468,false,0.249640044,0.08955223880597014,false,0.302013482
0.5373134328358209,false,0.403279612,0.373134328358209,false,1.6740471,0.5572139303482587,false,0.266412485,0.5422885572139303,false,0.300889136,0.9850746268656716,false,0.429752037,0.6169154228855721,false,1.728968924,0.39800995024875624,false,0.241291339,0.5422885572139303,false,0.30070369
0.39303482587064675,false,0.395560911,0.21890547263681592,false,1.681816656,0.1691542288557214,false,0.258815152,0.14427860696517414,false,0.327861399,0.7313432835820896,false,0.401161871,0.48756218905472637,false,1.671057228,0.01990049751243781,true,0.261763388,0.22388059701492538,false,0.309365983
0.835820895522388,false,0.418565528,0.4925373134328358,false,1.672850393,0.6268656716417911,false,0.256465484,0.22388059701492538,false,0.318160274,0.9154228855721394,false,0.356416755,0.7114427860696517,false,1.69375406,0.8407960199004975,false,0.229133383,0.5422885572139303,false,0.302759913
0.9104477611940298,false,0.387102946,0.7711442786069652,false,1.6952175,0.4129353233830846,false,0.269211687,0.8308457711442786,false,0.342566245,0.9950248756218906,false,0.395174629,0.6119402985074627,false,1.687250742,0.7910447761194029,false,0.249827347,0.39800995024875624,false,0.30293027
0.4925373134328358,false,0.397111168,0.7164179104477612,false,1.669525914,0.5771144278606966,false,0.265313997,0.8606965174129353,false,0.298285168,0.34328358208955223,false,0.413378593,0.8606965174129353,false,1.669956844,0.8805970149253731,false,0.278229863,0.4577114427860697,false,0.284669613
0.8308457711442786,false,0.394099339,0.7810945273631841,false,1.668305336,0.14925373134328357,false,0.253548621,0.6119402985074627,false,0.316179689,0.8009950248756219,false,0.428939881,0.3034825870646766,false,1.693921093,0.6716417910447762,false,0.256056156,0.12437810945273632,false,0.302175458
